satelite_id,Datetime,C_rs,Delta n0,M0,C_uc,e,C_us,sqrt(A),T_oe,C_ic,OMEGA0,C_is,i0,C_rc,omega,OMEGA DOT,IDOT,t_tm
C37,2025-03-25 19:00:00,32.56640625,4.098742157634e-09,-0.02107386231381,1.7182901501659998e-06,0.000518728105817,8.898787200451e-06,5282.6411581209995,241200.0,-2.328306436539e-08,0.292728458641,-7.357448339462e-08,0.9462144708193,171.76171875,-0.24523682958970003,-6.908680631422001e-09,6.009178877849e-10,11.0
C37,2025-03-25 19:00:00,32.56640625,4.098742157634e-09,-0.02107386231381,1.7182901501659998e-06,0.000518728105817,8.898787200451e-06,5282.6411581209995,241200.0,-2.328306436539e-08,0.292728458641,-7.357448339462e-08,0.9462144708193,171.76171875,-0.24523682958970003,-6.908680631422001e-09,6.009178877849e-10,11.0
C37,2025-03-25 19:00:00,32.56640625,4.098742157634e-09,-0.02107386231381,1.7182901501659998e-06,0.000518728105817,8.898787200451e-06,5282.6411581209995,241200.0,-2.328306436539e-08,0.292728458641,-7.357448339462e-08,0.9462144708193,171.76171875,-0.24523682958970003,-6.908680631422001e-09,6.009178877849e-10,241200.0
C37,2025-03-25 20:00:00,40.1875,4.081241428659e-09,0.46207676323760005,2.1122395992279997e-06,0.0005170133663341,9.333249181509e-06,5282.637481689,244800.0,1.7229467630390002e-08,0.29270371557610003,3.0733644962310004e-08,0.9462170067878001,163.953125,-0.24081851562919998,-6.830641666500001e-09,5.743096365873e-10,244800.0
C37,2025-03-25 20:00:00,39.40625,4.102135156109e-09,0.4625880889478,2.027489244938e-06,0.0005172365927137001,9.232200682163e-06,5282.63765331,244800.0,9.313225746155e-09,0.29270367242,-7.450580596924e-09,0.9462168743937,164.9375,-0.2413303687214,-6.857607075432e-09,5.848457897461001e-10,12.0
C37,2025-03-25 20:00:00,39.40625,4.102135156109e-09,0.4625880889478,2.027489244938e-06,0.0005172365927137001,9.232200682163e-06,5282.63765331,244800.0,9.313225746155e-09,0.29270367242,-7.450580596924e-09,0.9462168743937,164.9375,-0.2413303687214,-6.857607075432e-09,5.848457897461001e-10,12.0
C37,2025-03-25 20:00:00,39.40625,4.102135156109e-09,0.4625880889478,2.027489244938e-06,0.0005172365927137001,9.232200682163e-06,5282.63765331,244800.0,9.313225746155e-09,0.29270367242,-7.450580596924e-09,0.9462168743937,164.9375,-0.2413303687214,-6.857607075432e-09,5.848457897461001e-10,12.0
C37,2025-03-25 20:00:00,39.40625,4.102135156109e-09,0.4625880889478,2.027489244938e-06,0.0005172365927137001,9.232200682163e-06,5282.63765331,244800.0,9.313225746155e-09,0.29270367242,-7.450580596924e-09,0.9462168743937,164.9375,-0.2413303687214,-6.857607075432e-09,5.848457897461001e-10,244800.0
C37,2025-03-25 21:00:00,38.796875,4.089098898811e-09,0.9499598344173,1.979991793633e-06,0.0005169062642381001,9.356066584586999e-06,5282.637105942001,248400.0,1.350417733192e-08,0.2926789673909,-1.396983861923e-08,0.9462189685608999,163.84375,-0.24113704409720002,-6.8610000739070006e-09,5.871673150184e-10,248400.0
C37,2025-03-25 21:00:00,38.7421875,4.087670267874e-09,0.9499800592597,1.978129148483e-06,0.0005169104551896,9.349547326565e-06,5282.637093361,248400.0,5.587935447693e-09,0.2926789878718,-1.210719347e-08,0.9462189875789001,163.89453125,-0.24115729380930004,-6.857607075432e-09,5.830600010751e-10,13.0
C37,2025-03-25 21:00:00,38.7421875,4.087670267874e-09,0.9499800592597,1.978129148483e-06,0.0005169104551896,9.349547326565e-06,5282.637093361,248400.0,5.587935447693e-09,0.2926789878718,-1.210719347e-08,0.9462189875789001,163.89453125,-0.24115729380930004,-6.857607075432e-09,5.830600010751e-10,13.0
C37,2025-03-25 21:00:00,38.7421875,4.087670267874e-09,0.9499800592597,1.978129148483e-06,0.0005169104551896,9.349547326565e-06,5282.637093361,248400.0,5.587935447693e-09,0.2926789878718,-1.210719347e-08,0.9462189875789001,163.89453125,-0.24115729380930004,-6.857607075432e-09,5.830600010751e-10,13.0
C37,2025-03-25 21:00:00,38.7421875,4.087670267874e-09,0.9499800592597,1.978129148483e-06,0.0005169104551896,9.349547326565e-06,5282.637093361,248400.0,5.587935447693e-09,0.2926789878718,-1.210719347e-08,0.9462189875789001,163.89453125,-0.24115729380930004,-6.857607075432e-09,5.830600010751e-10,248400.0
C37,2025-03-25 22:00:00,38.734375,4.086598794672e-09,1.437529138927,1.972541213036e-06,0.0005169035866857,9.355600923300001e-06,5282.637098312,252000.0,2.3283064365390003e-09,0.29265431868420005,-1.7229467630390002e-08,0.9462210927179999,163.859375,-0.24114177517430002,-6.857071338831001e-09,5.79309844866e-10,252000.0
C37,2025-03-25 22:00:00,41.4453125,4.073919695108e-09,1.437329137545,2.0479783415789998e-06,0.0005176062113605001,9.344890713692e-06,5282.637476766,252000.0,-2.793967723846e-09,0.2926543728122,-3.445893526077e-08,0.946221118319,164.390625,-0.2409431094362,-6.855642707894e-09,5.685951128402e-10,14.0
C37,2025-03-25 22:00:00,41.4453125,4.073919695108e-09,1.437329137545,2.0479783415789998e-06,0.0005176062113605001,9.344890713692e-06,5282.637476766,252000.0,-2.793967723846e-09,0.2926543728122,-3.445893526077e-08,0.946221118319,164.390625,-0.2409431094362,-6.855642707894e-09,5.685951128402e-10,14.0
C37,2025-03-25 22:00:00,41.4453125,4.073919695108e-09,1.437329137545,2.0479783415789998e-06,0.0005176062113605001,9.344890713692e-06,5282.637476766,252000.0,-2.793967723846e-09,0.2926543728122,-3.445893526077e-08,0.946221118319,164.390625,-0.2409431094362,-6.855642707894e-09,5.685951128402e-10,14.0
C37,2025-03-25 22:00:00,41.4453125,4.073919695108e-09,1.437329137545,2.0479783415789998e-06,0.0005176062113605001,9.344890713692e-06,5282.637476766,252000.0,-2.793967723846e-09,0.2926543728122,-3.445893526077e-08,0.946221118319,164.390625,-0.2409431094362,-6.855642707894e-09,5.685951128402e-10,252000.0
C37,2025-03-25 23:00:00,39.640625,4.111599836065001e-09,1.925701541656,2.001877874136e-06,0.0005170427029952,9.292736649512999e-06,5282.636434555,255600.0,1.210719347e-08,0.29262976653010003,-4.656612873077e-08,0.9462231685987,166.328125,-0.2417496907821,-6.8599286007040005e-09,5.564517498775e-10,255600.0
C37,2025-03-25 23:00:00,45.58203125,4.093027633887e-09,1.92353370626,2.2249296307559996e-06,0.000518725020811,9.479001164435998e-06,5282.637349396,255600.0,3.166496753693e-08,0.2926298601568,-5.960464477539e-08,0.9462231766447999,161.35546875,-0.23958558363270002,-6.8658217033180004e-09,5.419868616426e-10,15.0
C37,2025-03-25 23:00:00,45.58203125,4.093027633887e-09,1.92353370626,2.2249296307559996e-06,0.000518725020811,9.479001164435998e-06,5282.637349396,255600.0,3.166496753693e-08,0.2926298601568,-5.960464477539e-08,0.9462231766447999,161.35546875,-0.23958558363270002,-6.8658217033180004e-09,5.419868616426e-10,15.0
C37,2025-03-25 23:00:00,45.58203125,4.093027633887e-09,1.92353370626,2.2249296307559996e-06,0.000518725020811,9.479001164435998e-06,5282.637349396,255600.0,3.166496753693e-08,0.2926298601568,-5.960464477539e-08,0.9462231766447999,161.35546875,-0.23958558363270002,-6.8658217033180004e-09,5.419868616426e-10,15.0
C37,2025-03-25 23:00:00,45.58203125,4.093027633887e-09,1.92353370626,2.2249296307559996e-06,0.000518725020811,9.479001164435998e-06,5282.637349396,255600.0,3.166496753693e-08,0.2926298601568,-5.960464477539e-08,0.9462231766447999,161.35546875,-0.23958558363270002,-6.8658217033180004e-09,5.419868616426e-10,255600.0
C38,2025-03-25 00:00:00,57.578125,1.4836332278510002e-09,0.6231648274421001,2.074055373669e-06,0.002077412907965,-9.678304195403999e-06,6493.45957756,172800.0,-6.519258022308e-08,-2.416610862228,6.00703060627e-08,1.013195211556,550.109375,-2.369934490359,-2.783687380324e-09,2.575107263554e-10,172800.0
C38,2025-03-25 00:00:00,26.21875,1.499526747022e-09,0.6213880066418,9.778887033463e-07,0.0020729291136380003,-9.856186807155999e-06,6493.455959867,172800.0,-6.519258022308e-08,-2.416610860034,5.960464477539e-08,1.013195211556,555.26953125,-2.368147394022,-2.783865959191e-09,2.5733214748830003e-10,20.0
C38,2025-03-25 00:00:00,26.21875,1.499526747022e-09,0.6213880066418,9.778887033463e-07,0.0020729291136380003,-9.856186807155999e-06,6493.455959867,172800.0,-6.519258022308e-08,-2.416610860034,5.960464477539e-08,1.013195211556,555.26953125,-2.368147394022,-2.783865959191e-09,2.5733214748830003e-10,20.0
C38,2025-03-25 00:00:00,26.21875,1.499526747022e-09,0.6213880066418,9.778887033463e-07,0.0020729291136380003,-9.856186807155999e-06,6493.455959867,172800.0,-6.519258022308e-08,-2.416610860034,5.960464477539e-08,1.013195211556,555.26953125,-2.368147394022,-2.783865959191e-09,2.5733214748830003e-10,20.0
C38,2025-03-25 00:00:00,26.21875,1.499526747022e-09,0.6213880066418,9.778887033463e-07,0.0020729291136380003,-9.856186807155999e-06,6493.455959867,172800.0,-6.519258022308e-08,-2.416610860034,5.960464477539e-08,1.013195211556,555.26953125,-2.368147394022,-2.783865959191e-09,2.5733214748830003e-10,172800.0
C38,2025-03-25 01:00:00,46.953125,1.4464888234940001e-09,0.8847298942885001,1.7359852790829997e-06,0.002078635501675,-8.94395634532e-06,6493.465179442999,176400.0,-1.0244548320769999e-07,-2.416621142154,1.047737896442e-07,1.013196130269,527.296875,-2.368985428106,-2.7772585411090003e-09,2.807259790781e-10,176400.0
C38,2025-03-25 01:00:00,1.06640625,1.4923835923380002e-09,0.8825718853130001,3.129243850708e-07,0.002068758243695,-1.0113231837750001e-05,6493.458410952,176400.0,-9.872019290924e-08,-2.416621124599,1.0244548320769999e-07,1.013196131731,565.20703125,-2.366808044975,-2.7779728565770005e-09,2.791187692742e-10,21.0
